Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,ActualDuration,PC1,PC2,PC3,PC4
Q425,25,138,472411,312420,268384,368,-11.513442593267126,0.8181063398228756,-1.8715975906425588,-1.1729164427528744
K286,22,199,634596,634596,281687,190,-9.490118883008751,1.9468901092550739,-1.1537099832564377,-0.377442901743901
Q087,24,141,38121,31392,27731,163,-11.513442593267126,0.8181063398228756,-1.8715975906425588,-1.1729164427528744
X790,7,139,129250,102038,90493,177,-11.513442593267126,0.8181063398228756,-1.8715975906425588,-1.1729164427528744
Q074,26,141,316124,250740,238687,148,-12.47159445419645,1.8307293720803441,-0.5444232057004355,-0.8176336959813031
R110,31,128,124535,104470,102036,79,-13.525377563501985,1.13950122772542,-1.8481479055528702,-1.4472961705836584
K257,14,179,283467,283467,102218,190,-9.07551850970798,2.139304711019138,-0.7793300920247256,-0.5655236913164338
Q430,26,153,568324,432709,394634,155,-9.292134323873407,0.8960586110852025,-0.7607587386778576,-0.20503785557573703
K291,32,119,362617,380610,317575,134,-7.9037640816857655,0.29466248768628406,-1.4126584501069699,-0.897725335670486
M276,2,183,82275,60573,56240,303,-11.513442292587593,0.818106396624345,-1.8715973675428463,-1.1729162351488747
K234,22,154,137029,220810,212032,296,-13.312686554918328,1.74517128591421,-2.084172296801084,-2.209368066784888
Q435,26,179,539391,539391,176620,189,-9.07551850970798,2.139304711019138,-0.7793300920247256,-0.5655236913164338
Q260,24,176,14985,17067,17067,140,10.088567871515611,2.214662747249105,-0.43147175375053154,-2.3079717933967494
X650,8,182,20700,12378,12378,103,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
X600,7,180,17128,14336,14336,180,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K987,16,178,15795,11303,11303,109,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
R455,31,185,586752,586752,217700,171,-9.07551850970798,2.139304711019138,-0.7793300920247256,-0.5655236913164338
K600,17,180,19657,17321,17321,178,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K804,15,176,21150,15152,15152,113,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
X050,12,180,21284,11405,11405,222,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
M010,5,182,27922,34582,34582,126,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
X886,10,178,355133,355133,124851,188,-16.135512153160587,1.831282544904222,-0.5233562803255072,-0.9224088508030818
X151,7,145,21150,27499,27499,153,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K162,32,181,14697,22500,22500,321,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K002,17,180,10800,14989,14989,165,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K240,22,178,26688,38033,38033,303,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K217,22,145,647627,647627,13707,155,-13.744294836448013,1.1034991841442252,-0.9030981426203378,-0.313324456212563
X074,8,178,17748,15849,15849,152,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K845,15,181,20417,2346,2346,84,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
R061,31,182,20148,24890,24890,133,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
M052,6,182,11682,49340,49340,141,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
M013,4,140,607409,705677,430547,154,-14.339493752688561,1.0403928145490302,-0.9730885249131306,-1.0803205495919885
M025,1,178,15667,17800,17800,252,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K049,14,179,19483,19217,19217,195,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
M873,2,181,14970,2634,2634,76,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
M435,4,180,22168,15470,15470,179,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
Q216,26,166,1411719,1411719,16209,159,-12.281639169670658,1.376610164376967,-0.9032511796299988,-0.8947479854850136
Q107,25,178,22203,14813,14813,128,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
X110,9,182,24300,4377,4377,85,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
M111,2,183,20160,15080,15080,113,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
X114,9,182,18612,4296,4296,85,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
Q234,30,153,88558,111106,23441,159,-11.513442593267126,0.8181063398228756,-1.8715975906425588,-1.1729164427528744
K015,15,182,14040,9010,9010,98,11.936431096525446,0.3819235053997216,1.851540919352761,0.3203174974009676
Q015,29,182,17419,9331,9331,57,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K151,32,182,21150,25398,25398,105,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
M066,2,178,9363,24772,24772,260,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
Q067,26,288,415109,415109,171338,297,-6.491707740619664,0.7813990284835992,-1.3892026390454357,-0.08742426063944114
K356,23,182,16578,4682,4682,71,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
Q165,25,180,22433,8264,8264,133,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
Q017,30,181,18477,6433,6433,83,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K186,20,180,11687,29953,29855,299,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
Q177,26,176,466201,466201,15548,188,-10.822005155119593,1.3302969127757203,-1.1063389751267572,-0.22490594571510356
M019,1,181,19080,6814,6814,160,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K199,21,179,17640,7638,7638,107,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
M199,3,182,19800,9922,9922,98,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K205,20,181,19003,2519,2519,75,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
M125,5,179,16006,16006,7350,181,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
X167,12,178,23925,15488,15488,246,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
K222,22,182,21915,8540,8540,91,11.936431096525444,0.3819235053997217,1.8515409193527606,0.32031749740096777
