Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,ActualDuration,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
X105,11,193,695712,695712,210754,173,0.3091879495924303,0.0029581615685070864,6.877932553807835e-05,-0.004727497820617861,-0.0016464312622266823,0.0030274097789060673,0.0034722279974432318,-0.005367165397537789,0.0025791744912044587,0.00027611320293556855
Q158,26,152,151190,120443,120006,85,0.39032966226360843,0.008060719890334222,-0.0005157638758146264,-0.008648432510623536,-0.0028469279741527723,0.0017568193415833744,0.0008246493930569895,-0.002860571030894739,-0.004672402890455911,0.004328074739849731
Q455,24,150,74387,79414,79414,107,0.25291242570223055,0.00282843622090618,-0.00502914086564473,-0.006561677927535151,-0.0023250669343031836,0.0022633124011857825,-0.00010674156730953996,-0.0008556026424158744,-0.0004168993385733254,0.003098055352040588
Q273,27,151,323780,721505,374541,71,0.4720024656256356,0.01288946552894629,0.009199641086839901,-0.008074199869417646,-0.0038287501324700034,0.008138995241020332,0.0027844761409040507,-0.00444691494368611,-0.0006903282014198083,0.0015087359274685481
Q244,25,151,282809,335601,43696,51,0.37566781985616615,0.002181104642019859,0.008769975829394473,-0.006461778011619419,-0.0054357917628085695,0.002637437622914406,0.005689884180058012,0.001958697779321983,-0.0025389291795581783,0.009151221880904293
Q160,28,175,224983,224983,38003,168,0.1619007418905581,0.006085238847083835,-0.006439122970420392,-0.005466313443767986,-0.00317451400719323,-0.0013124636342043755,0.005153786509685612,-0.004811487744184056,0.0021038506063679645,0.0012503604393453672
Q237,25,141,569160,761112,701458,231,-0.6183828139916655,-0.005183025315357736,-0.025438463838138418,0.003251352479688068,0.004073537120055146,0.0027734695473961637,-9.740970346295136e-05,-0.0015243287912731236,0.0031995761794838206,-0.0045076100943140995
K857,19,189,250136,488831,174786,259,0.3451607709847343,0.015648228285825527,0.0021153222132748468,-0.011111174914565487,0.0021613303487783052,0.007100732626095759,-0.0023146887801693363,-0.0030653180932434477,-0.003285510266179197,0.004535024979741195
M620,2,156,1035960,814645,676177,212,0.12523050801133087,0.013944966750681322,-0.004466875650105059,-0.006843276097609856,0.0029488500123396916,0.006772174889276285,-0.006597554661728959,-0.0005939316183571424,-0.003985156523088963,0.00245206607387858
K420,19,181,23326,17831,11739,181,-0.5437265613968956,0.00188244720963926,-0.007499100605995282,0.005771868297781759,-0.01514136349753422,0.0059915153909256775,-0.0042616369049214295,-0.0036515983689296566,-0.002220804852149163,-0.0013202253731490598
X790,7,165,285755,285755,3499,157,-0.17996874970639595,-0.010912235520779209,-0.008000465871586442,0.003352147380040662,0.008644243918000604,0.008284752605707924,0.0018612622229373156,-0.0010731130691672643,0.0008676363150615514,-0.006601558238391048
K206,22,153,455057,240253,228766,222,0.3123834336814023,0.010313702466976686,-0.002295933738252891,-0.010547013010429247,-0.001691106373261814,0.0024553477379251907,0.004908327650676609,-0.006031792040803348,0.0006865715421798397,-0.0019945026587429252
X105,11,168,81926,54764,52258,251,0.17240873017238914,0.005523260419126825,-0.011074496860463657,-0.0053492177247437545,-0.0028959291890666605,-0.006274024791042441,0.004684293647824035,-0.004644428649414143,0.002282305850371924,0.0010397789455709168
Q026,26,174,50326,14256,14256,275,0.22072412222531204,0.006243665357263687,-0.007948911160953831,-0.005322353789539269,-0.004048484285163849,-0.005177103044067483,0.004782540107460738,-0.004783736487585761,0.0007933831531754223,-0.0008751725503730873
Q095,29,200,157740,198665,102553,333,0.1148246862658947,0.006467387012481941,-0.006289365686543564,-0.00858489269803757,-0.00559039604035722,0.002202380513095217,0.004439526909464286,-0.0038194679940527394,0.0022191950147525696,0.001300654953946752
K178,23,170,748810,748810,197101,154,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
X138,8,154,107234,124534,113651,316,0.08588136639151647,0.006322160117208128,-0.0040403136088373315,-0.004302747317619898,-0.0016046925543153328,0.0025183341120416157,0.003049476561493114,-0.006440552392402267,0.005857971608809031,0.0022251796494491666
Q174,28,170,220019,205641,201060,390,0.34065479971349294,0.011052133681173568,0.0009050928655336658,-0.007873449033101913,-0.0020531611306651037,0.0006576982100494957,0.0013743218206340986,-0.003557036553199808,0.0007413061747855831,-0.00014413572134728636
K813,13,153,43200,48819,44970,140,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
K455,16,156,143650,159924,159924,175,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
Q060,27,177,149066,149066,47428,159,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
K218,19,156,52020,40056,37301,135,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
Q025,25,155,168805,119234,113189,173,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
K370,21,153,98512,133249,44141,209,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
X106,11,153,96467,170536,130535,126,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
Q220,28,173,98131,98131,13793,156,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
K128,21,153,221120,126348,113123,69,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
K139,22,159,47728,37303,36714,166,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
K195,22,154,95734,80836,79063,134,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
K213,19,154,141640,213851,193446,270,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
R455,31,139,709531,709531,153743,154,-0.054046311418189955,-0.010489102342328444,-0.007589279817875746,0.00391454667866866,0.002903221818946959,0.006271913567590903,-0.0015266775242542274,-0.0008483351776923004,0.0050613589857927375,-0.005034477773427177
Q239,24,154,85875,70796,56609,155,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
R006,31,154,122753,96596,79770,314,0.21102615051744672,-0.025355362782902745,0.00782101032478739,0.012633628854598436,0.006085710066765237,0.021241693328908583,-0.0014054145554548406,-0.0031871558815120345,-0.0019010994734476568,-0.006408460390392429
Q485,24,150,155850,121571,121571,106,0.08925250512970673,-0.02162873941190923,0.00351460436584072,0.011313795172238563,0.0032113893744147044,0.011939326524407051,0.0014270634675921578,-0.004006794740169315,0.00177832317590035,-0.004975851643199811
M113,3,157,335836,270950,270950,167,0.08859788941384462,-0.023713807725290744,0.003683857551114424,0.008165562935121133,0.0055821516011894815,0.006614178191961045,0.0015222949811373842,-0.006129625603866251,0.0024766811636504457,-0.006414884432754373
M446,1,150,720869,720869,195474,154,0.13013481840440705,-0.025170311989094342,0.002938555162975104,0.000990794709776385,-0.00022181951896345259,-0.006085397631010032,-0.0034008546606951588,-0.0007223874360228126,0.0014058064883905848,-0.0008971399280539447
X140,8,159,224497,186291,174803,159,0.11010261622010668,-0.024396839460957775,0.0023273325922849165,0.0007605413267915718,0.0019368696101753696,-0.004543440464824829,-0.009522337769438357,-0.005002307759055933,0.0015884268294787693,-0.006451538967787411
X098,12,151,442641,529080,529039,297,0.10619616545808033,-0.02532136553169249,0.003186277735868476,0.0003630301371325579,-9.542926991096827e-05,-0.00609740699911997,-0.005534262461058935,-0.0006393367870531405,-2.3765369096537432e-05,-2.983315598302567e-05
X046,10,154,558225,648170,605860,351,0.10619616545808033,-0.02532136553169249,0.003186277735868476,0.0003630301371325579,-9.542926991096827e-05,-0.00609740699911997,-0.005534262461058935,-0.0006393367870531405,-2.3765369096537432e-05,-2.983315598302567e-05
M440,2,153,492101,415753,376638,224,0.11023949685040481,-0.023974817973019744,0.002951351168598995,0.001321102585580098,-0.0031275500135679586,-0.004379608853484491,-0.007021763827683058,0.002157004981703642,-0.0010825357912820069,0.0023984047443592013
Q146,27,172,84318,84414,8399,159,0.1693439213342878,-0.027588273168375022,0.006667631167501693,0.006946640081564313,0.009078874032432887,0.009265653077337906,-0.0003025400899646896,-0.006998433984794861,0.0004892956851059195,-0.00832930817321574
M620,2,156,865743,507479,487077,204,0.13013481205538335,-0.02517031192984368,0.0029385601668040183,0.000990792780031816,-0.00022181789478056694,-0.006085409086869726,-0.003400851343072141,-0.0007223858810174027,0.001405803024682445,-0.0008971373205392639
Q109,29,154,620000,409334,409334,153,0.1374940316085957,-0.024023014205906842,0.002701505162848715,0.0018938156909914445,-0.0027696557281871167,-0.004651903307781212,-0.004284871059852972,0.001594042665380174,0.0007617562133251669,0.0009818340789798656
K180,20,171,1164456,670037,598384,326,0.07947503866251189,-0.006193135359001232,-0.003943273788228213,-0.005443761876178727,0.008567342354205492,-0.0017651700708444362,-0.008926162399811057,-0.0020366811839174297,-0.0070587966666959545,-0.008873665406958728
K743,13,150,698119,824701,804697,431,0.2844223972853096,-0.005793336533448862,0.0037270815530677055,-0.0032187709168679172,0.0011788357441884058,-0.0007642059995665657,-0.0023259854640732508,-0.004192810669707303,-0.001613595338036065,0.0025750162228345866
X076,11,162,537479,537479,10859,154,0.14867391461991059,-0.02817719451594732,0.006870967038737916,0.004803846204046259,0.004244923935879683,0.0034824303684906463,0.0033746217676749986,4.5059707126134154e-05,-0.0016542160147041162,0.0017726927863634158
Q171,30,155,175581,238814,215157,176,0.16934392133428786,-0.027588273168375053,0.0066676311675016985,0.00694664008156432,0.009078874032432883,0.009265653077337883,-0.0003025400899646972,-0.006998433984794865,0.0004892956851059003,-0.008329308173215748
K163,20,156,222536,127463,121096,294,0.1693439213342878,-0.027588273168375022,0.006667631167501693,0.006946640081564313,0.009078874032432887,0.009265653077337906,-0.0003025400899646896,-0.006998433984794861,0.0004892956851059195,-0.00832930817321574
X019,11,155,348241,316919,270250,177,0.11010261091153906,-0.024396840593427345,0.002327325507792519,0.0007605409296626804,0.0019368716453646128,-0.0045434432176488715,-0.00952233235692095,-0.005002302888092074,0.0015884279490113733,-0.006451537053338622
K157,14,153,694646,441268,430029,441,0.10619616286993029,-0.025321366673743753,0.00318627218835022,0.000363031069437291,-9.542635509495892e-05,-0.006097410455605519,-0.005534259714171256,-0.0006393322066073408,-2.3767304295000785e-05,-2.983098834147339e-05
K095,21,175,134901,134901,53665,155,0.1695720698541862,-0.026884901695645454,0.007707662000487651,0.007880916215201126,0.0006381693938898586,0.009538715563472014,0.0038650888356816003,0.00493374879767251,-0.003962309032602687,0.00642058787749133
X083,11,153,601528,403203,361851,63,0.14867391461991059,-0.02817719451594732,0.006870967038737916,0.004803846204046259,0.004244923935879683,0.0034824303684906463,0.0033746217676749986,4.5059707126134154e-05,-0.0016542160147041162,0.0017726927863634158
K864,22,154,690350,502488,485955,162,0.14867391461991059,-0.02817719451594732,0.006870967038737916,0.004803846204046259,0.004244923935879683,0.0034824303684906463,0.0033746217676749986,4.5059707126134154e-05,-0.0016542160147041162,0.0017726927863634158
X107,8,154,347396,317811,267284,350,0.10619617265094228,-0.025321363081582563,0.003186271311416653,0.0003630309279937211,-9.542952670323521e-05,-0.006097410898692458,-0.005534267412359273,-0.0006393334352665088,-2.3767379582949634e-05,-2.9833772956350202e-05
K115,18,156,287036,303956,295617,230,0.10619617265094228,-0.025321363081582563,0.003186271311416653,0.0003630309279937211,-9.542952670323521e-05,-0.006097410898692458,-0.005534267412359273,-0.0006393334352665088,-2.3767379582949634e-05,-2.9833772956350202e-05
Q129,25,171,1140482,1140482,157295,157,0.14867391409007638,-0.02817719464086905,0.006870964758441907,0.004803846051376109,0.004244921758475064,0.0034824292845582,0.003374622771147909,4.506565624784591e-05,-0.001654214775253363,0.0017726911589461892
Q849,24,230,1206317,562911,562911,181,0.1301348041881785,-0.025170310936601242,0.0029385521382219414,0.0009907984421619167,-0.00022182196424022911,-0.006085401186748596,-0.0034008513932637543,-0.0007223867328486605,0.0014058020874103553,-0.0008971336742745161
Q149,30,154,1163035,392502,392502,126,0.16509370890470618,-0.01749093605471157,0.0013890688407048302,0.0006784951043805685,-0.002662426099301128,-0.002531394263632338,-0.002379531265291024,-0.0021107307174302015,0.0004309734148102331,-0.0009070119243842177
Q213,26,154,780330,337599,337599,156,0.19544961676168235,-0.02675720547025631,0.005363781769764071,0.006399327487647257,0.006564116712205841,0.005445901981519078,0.002122999645998614,-0.0055540141167043896,0.0028627813788353307,-0.007772225870562909
K151,32,150,814277,630911,630848,79,0.13945969078852996,-0.016348000810893177,0.002058998615859586,0.004331956029543468,0.000749569896306228,0.001793153203443941,0.0023005928154742642,-0.002842496255068826,-0.00043191631592056425,0.0007966106092866877
K164,20,159,639901,639901,187605,157,0.10619616748751813,-0.025321362811771234,0.003186272083919093,0.0003630310236983993,-9.543131048773493e-05,-0.00609741200973952,-0.005534265623661618,-0.0006393269547081844,-2.3771835520631045e-05,-2.9834251221924698e-05
